DBGDIDR : MRC{<c>}{<q>} 1110, {#}000, <Rt>, 0000, 0000{, {#}000}
ADDR=0x34312 NAME=HFGRTR2_EL2 PAR=#0x3,#0x4,c3,c1,#0x2 : MSR HFGRTR2_EL2, <Xt>
ADDR=0x34313 NAME=HFGWTR2_EL2 PAR=#0x3,#0x4,c3,c1,#0x3 : MRS <Xt>, HFGWTR2_EL2
ADDR=0x34313 NAME=HFGWTR2_EL2 PAR=#0x3,#0x4,c3,c1,#0x3 : MSR HFGWTR2_EL2, <Xt>
ADDR=0x34314 NAME=HDFGRTR_EL2 PAR=#0x3,#0x4,c3,c1,#0x4 : MRS <Xt>, HDFGRTR_EL2
ADDR=0x34314 NAME=HDFGRTR_EL2 PAR=#0x3,#0x4,c3,c1,#0x4 : MSR HDFGRTR_EL2, <Xt>
ADDR=0x34315 NAME=HDFGWTR_EL2 PAR=#0x3,#0x4,c3,c1,#0x5 : MRS <Xt>, HDFGWTR_EL2
ADDR=0x34315 NAME=HDFGWTR_EL2 PAR=#0x3,#0x4,c3,c1,#0x5 : MSR HDFGWTR_EL2, <Xt>
ADDR=0x34316 NAME=HAFGRTR_EL2 PAR=#0x3,#0x4,c3,c1,#0x6 : MRS <Xt>, HAFGRTR_EL2
ADDR=0x34316 NAME=HAFGRTR_EL2 PAR=#0x3,#0x4,c3,c1,#0x6 : MSR HAFGRTR_EL2, <Xt>
ADDR=0x34317 NAME=HFGITR2_EL2 PAR=#0x3,#0x4,c3,c1,#0x7 : MRS <Xt>, HFGITR2_EL2
ADDR=0x34317 NAME=HFGITR2_EL2 PAR=#0x3,#0x4,c3,c1,#0x7 : MSR HFGITR2_EL2, <Xt>
ADDR=0x30400 NAME=SPSR_EL1 PAR=#0x3,#0x0,c4,c0,#0x0 : MRS <Xt>, SPSR_EL1
ADDR=0x30400 NAME=SPSR_EL1 PAR=#0x3,#0x0,c4,c0,#0x0 : MSR SPSR_EL1, <Xt>
ADDR=0x35400 NAME=SPSR_EL1 PAR=#0x3,#0x5,c4,c0,#0x0 : MRS <Xt>, SPSR_EL12
ADDR=0x35400 NAME=SPSR_EL1 PAR=#0x3,#0x5,c4,c0,#0x0 : MSR SPSR_EL12, <Xt>
ADDR=0x34400 NAME=SPSR_EL1 PAR=#0x3,#0x4,c4,c0,#0x0 : MRS <Xt>, SPSR_EL2
ADDR=0x34400 NAME=SPSR_EL1 PAR=#0x3,#0x4,c4,c0,#0x0 : MSR SPSR_EL2, <Xt>
ADDR=0x30400 NAME=SPSR_EL2 PAR=#0x3,#0x0,c4,c0,#0x0 : MRS <Xt>, SPSR_EL1
ADDR=0x30400 NAME=SPSR_EL2 PAR=#0x3,#0x0,c4,c0,#0x0 : MSR SPSR_EL1, <Xt>
ADDR=0x35400 NAME=SPSR_EL2 PAR=#0x3,#0x5,c4,c0,#0x0 : MRS <Xt>, SPSR_EL12
ADDR=0x35400 NAME=SPSR_EL2 PAR=#0x3,#0x5,c4,c0,#0x0 : MSR SPSR_EL12, <Xt>
ADDR=0x34400 NAME=SPSR_EL2 PAR=#0x3,#0x4,c4,c0,#0x0 : MRS <Xt>, SPSR_EL2
ADDR=0x34400 NAME=SPSR_EL2 PAR=#0x3,#0x4,c4,c0,#0x0 : MSR SPSR_EL2, <Xt>
ADDR=0x34400 NAME=SPSR_EL1 PAR=#0x3,#0x4,c4,c0,#0x0 : MRS <Xt>, SPSR_EL2
ADDR=0x34400 NAME=SPSR_EL1 PAR=#0x3,#0x4,c4,c0,#0x0 : MSR SPSR_EL2, <Xt>
ADDR=0x30400 NAME=SPSR_EL1 PAR=#0x3,#0x0,c4,c0,#0x0 : MRS <Xt>, SPSR_EL1
ADDR=0x30400 NAME=SPSR_EL1 PAR=#0x3,#0x0,c4,c0,#0x0 : MSR SPSR_EL1, <Xt>
ADDR=0x34400 NAME=SPSR_EL2 PAR=#0x3,#0x4,c4,c0,#0x0 : MRS <Xt>, SPSR_EL2
ADDR=0x34400 NAME=SPSR_EL2 PAR=#0x3,#0x4,c4,c0,#0x0 : MSR SPSR_EL2, <Xt>
ADDR=0x30400 NAME=SPSR_EL2 PAR=#0x3,#0x0,c4,c0,#0x0 : MRS <Xt>, SPSR_EL1
ADDR=0x30400 NAME=SPSR_EL2 PAR=#0x3,#0x0,c4,c0,#0x0 : MSR SPSR_EL1, <Xt>
ADDR=0x30401 NAME=ELR_EL1 PAR=#0x3,#0x0,c4,c0,#0x1 : MRS <Xt>, ELR_EL1
ADDR=0x30401 NAME=ELR_EL1 PAR=#0x3,#0x0,c4,c0,#0x1 : MSR ELR_EL1, <Xt>
ADDR=0x35401 NAME=ELR_EL1 PAR=#0x3,#0x5,c4,c0,#0x1 : MRS <Xt>, ELR_EL12
ADDR=0x35401 NAME=ELR_EL1 PAR=#0x3,#0x5,c4,c0,#0x1 : MSR ELR_EL12, <Xt>
ADDR=0x34401 NAME=ELR_EL1 PAR=#0x3,#0x4,c4,c0,#0x1 : MRS <Xt>, ELR_EL2
ADDR=0x34401 NAME=ELR_EL1 PAR=#0x3,#0x4,c4,c0,#0x1 : MSR ELR_EL2, <Xt>
ADDR=0x30401 NAME=ELR_EL2 PAR=#0x3,#0x0,c4,c0,#0x1 : MRS <Xt>, ELR_EL1
ADDR=0x30401 NAME=ELR_EL2 PAR=#0x3,#0x0,c4,c0,#0x1 : MSR ELR_EL1, <Xt>
ADDR=0x35401 NAME=ELR_EL2 PAR=#0x3,#0x5,c4,c0,#0x1 : MRS <Xt>, ELR_EL12
ADDR=0x35401 NAME=ELR_EL2 PAR=#0x3,#0x5,c4,c0,#0x1 : MSR ELR_EL12, <Xt>
ADDR=0x34401 NAME=ELR_EL2 PAR=#0x3,#0x4,c4,c0,#0x1 : MRS <Xt>, ELR_EL2
ADDR=0x34401 NAME=ELR_EL2 PAR=#0x3,#0x4,c4,c0,#0x1 : MSR ELR_EL2, <Xt>
ADDR=0x34401 NAME=ELR_EL1 PAR=#0x3,#0x4,c4,c0,#0x1 : MRS <Xt>, ELR_EL2
ADDR=0x34401 NAME=ELR_EL1 PAR=#0x3,#0x4,c4,c0,#0x1 : MSR ELR_EL2, <Xt>
ADDR=0x30401 NAME=ELR_EL1 PAR=#0x3,#0x0,c4,c0,#0x1 : MRS <Xt>, ELR_EL1
ADDR=0x30401 NAME=ELR_EL1 PAR=#0x3,#0x0,c4,c0,#0x1 : MSR ELR_EL1, <Xt>
ADDR=0x34401 NAME=ELR_EL2 PAR=#0x3,#0x4,c4,c0,#0x1 : MRS <Xt>, ELR_EL2
ADDR=0x34401 NAME=ELR_EL2 PAR=#0x3,#0x4,c4,c0,#0x1 : MSR ELR_EL2, <Xt>
ADDR=0x30401 NAME=ELR_EL2 PAR=#0x3,#0x0,c4,c0,#0x1 : MRS <Xt>, ELR_EL1
ADDR=0x30401 NAME=ELR_EL2 PAR=#0x3,#0x0,c4,c0,#0x1 : MSR ELR_EL1, <Xt>
ADDR=0x34410 NAME=SP_EL1 PAR=#0x3,#0x4,c4,c1,#0x0 : MRS <Xt>, SP_EL1
ADDR=0x34410 NAME=SP_EL1 PAR=#0x3,#0x4,c4,c1,#0x0 : MSR SP_EL1, <Xt>
ADDR=0x34430 NAME=SPSR_irq PAR=#0x3,#0x4,c4,c3,#0x0 : MRS <Xt>, SPSR_irq
ADDR=0x34430 NAME=SPSR_irq PAR=#0x3,#0x4,c4,c3,#0x0 : MSR SPSR_irq, <Xt>
ADDR=0x34431 NAME=SPSR_abt PAR=#0x3,#0x4,c4,c3,#0x1 : MRS <Xt>, SPSR_abt
ADDR=0x34431 NAME=SPSR_abt PAR=#0x3,#0x4,c4,c3,#0x1 : MSR SPSR_abt, <Xt>
ADDR=0x34432 NAME=SPSR_und PAR=#0x3,#0x4,c4,c3,#0x2 : MRS <Xt>, SPSR_und
ADDR=0x34432 NAME=SPSR_und PAR=#0x3,#0x4,c4,c3,#0x2 : MSR SPSR_und, <Xt>
ADDR=0x34433 NAME=SPSR_fiq PAR=#0x3,#0x4,c4,c3,#0x3 : MRS <Xt>, SPSR_fiq
ADDR=0x34433 NAME=SPSR_fiq PAR=#0x3,#0x4,c4,c3,#0x3 : MSR SPSR_fiq, <Xt>
ADDR=0x34501 NAME=IFSR32_EL2 PAR=#0x3,#0x4,c5,c0,#0x1 : MRS <Xt>, IFSR32_EL2
ADDR=0x34501 NAME=IFSR32_EL2 PAR=#0x3,#0x4,c5,c0,#0x1 : MSR IFSR32_EL2, <Xt>
ADDR=0x34510 NAME=AFSR0_EL2 PAR=#0x3,#0x4,c5,c1,#0x0 : MRS <Xt>, AFSR0_EL2
ADDR=0x34510 NAME=AFSR0_EL2 PAR=#0x3,#0x4,c5,c1,#0x0 : MSR AFSR0_EL2, <Xt>
ADDR=0x30510 NAME=AFSR0_EL2 PAR=#0x3,#0x0,c5,c1,#0x0 : MRS <Xt>, AFSR0_EL1
ADDR=0x30510 NAME=AFSR0_EL2 PAR=#0x3,#0x0,c5,c1,#0x0 : MSR AFSR0_EL1, <Xt>
ADDR=0x34511 NAME=AFSR1_EL2 PAR=#0x3,#0x4,c5,c1,#0x1 : MRS <Xt>, AFSR1_EL2
ADDR=0x34511 NAME=AFSR1_EL2 PAR=#0x3,#0x4,c5,c1,#0x1 : MSR AFSR1_EL2, <Xt>
ADDR=0x30511 NAME=AFSR1_EL2 PAR=#0x3,#0x0,c5,c1,#0x1 : MRS <Xt>, AFSR1_EL1
ADDR=0x30511 NAME=AFSR1_EL2 PAR=#0x3,#0x0,c5,c1,#0x1 : MSR AFSR1_EL1, <Xt>
ADDR=0x30520 NAME=ESR_EL1 PAR=#0x3,#0x0,c5,c2,#0x0 : MRS <Xt>, ESR_EL1
ADDR=0x30520 NAME=ESR_EL1 PAR=#0x3,#0x0,c5,c2,#0x0 : MSR ESR_EL1, <Xt>
ADDR=0x35520 NAME=ESR_EL1 PAR=#0x3,#0x5,c5,c2,#0x0 : MRS <Xt>, ESR_EL12
ADDR=0x35520 NAME=ESR_EL1 PAR=#0x3,#0x5,c5,c2,#0x0 : MSR ESR_EL12, <Xt>
ADDR=0x34520 NAME=ESR_EL1 PAR=#0x3,#0x4,c5,c2,#0x0 : MRS <Xt>, ESR_EL2
ADDR=0x34520 NAME=ESR_EL1 PAR=#0x3,#0x4,c5,c2,#0x0 : MSR ESR_EL2, <Xt>
ADDR=0x30520 NAME=ESR_EL2 PAR=#0x3,#0x0,c5,c2,#0x0 : MRS <Xt>, ESR_EL1
ADDR=0x30520 NAME=ESR_EL2 PAR=#0x3,#0x0,c5,c2,#0x0 : MSR ESR_EL1, <Xt>
ADDR=0x35520 NAME=ESR_EL2 PAR=#0x3,#0x5,c5,c2,#0x0 : MRS <Xt>, ESR_EL12
ADDR=0x35520 NAME=ESR_EL2 PAR=#0x3,#0x5,c5,c2,#0x0 : MSR ESR_EL12, <Xt>
ADDR=0x34520 NAME=ESR_EL2 PAR=#0x3,#0x4,c5,c2,#0x0 : MRS <Xt>, ESR_EL2
ADDR=0x34520 NAME=ESR_EL2 PAR=#0x3,#0x4,c5,c2,#0x0 : MSR ESR_EL2, <Xt>
ADDR=0x34520 NAME=ESR_EL1 PAR=#0x3,#0x4,c5,c2,#0x0 : MRS <Xt>, ESR_EL2
ADDR=0x34520 NAME=ESR_EL1 PAR=#0x3,#0x4,c5,c2,#0x0 : MSR ESR_EL2, <Xt>
ADDR=0x30520 NAME=ESR_EL1 PAR=#0x3,#0x0,c5,c2,#0x0 : MRS <Xt>, ESR_EL1
ADDR=0x30520 NAME=ESR_EL1 PAR=#0x3,#0x0,c5,c2,#0x0 : MSR ESR_EL1, <Xt>
ADDR=0x34520 NAME=ESR_EL2 PAR=#0x3,#0x4,c5,c2,#0x0 : MRS <Xt>, ESR_EL2
ADDR=0x34520 NAME=ESR_EL2 PAR=#0x3,#0x4,c5,c2,#0x0 : MSR ESR_EL2, <Xt>
ADDR=0x30520 NAME=ESR_EL2 PAR=#0x3,#0x0,c5,c2,#0x0 : MRS <Xt>, ESR_EL1
ADDR=0x30520 NAME=ESR_EL2 PAR=#0x3,#0x0,c5,c2,#0x0 : MSR ESR_EL1, <Xt>
ADDR=0x34523 NAME=VSESR_EL2 PAR=#0x3,#0x4,c5,c2,#0x3 : MRS <Xt>, VSESR_EL2
ADDR=0x34523 NAME=VSESR_EL2 PAR=#0x3,#0x4,c5,c2,#0x3 : MSR VSESR_EL2, <Xt>
ADDR=0x34530 NAME=FPEXC32_EL2 PAR=#0x3,#0x4,c5,c3,#0x0 : MRS <Xt>, FPEXC32_EL2
ADDR=0x34530 NAME=FPEXC32_EL2 PAR=#0x3,#0x4,c5,c3,#0x0 : MSR FPEXC32_EL2, <Xt>
ADDR=0x30560 NAME=TFSR_EL1 PAR=#0x3,#0x0,c5,c6,#0x0 : MRS <Xt>, TFSR_EL1
ADDR=0x30560 NAME=TFSR_EL1 PAR=#0x3,#0x0,c5,c6,#0x0 : MSR TFSR_EL1, <Xt>
ADDR=0x35560 NAME=TFSR_EL1 PAR=#0x3,#0x5,c5,c6,#0x0 : MRS <Xt>, TFSR_EL12
ADDR=0x35560 NAME=TFSR_EL1 PAR=#0x3,#0x5,c5,c6,#0x0 : MSR TFSR_EL12, <Xt>
ADDR=0x34560 NAME=TFSR_EL1 PAR=#0x3,#0x4,c5,c6,#0x0 : MRS <Xt>, TFSR_EL2
ADDR=0x34560 NAME=TFSR_EL1 PAR=#0x3,#0x4,c5,c6,#0x0 : MSR TFSR_EL2, <Xt>
ADDR=0x30560 NAME=TFSR_EL2 PAR=#0x3,#0x0,c5,c6,#0x0 : MRS <Xt>, TFSR_EL1
ADDR=0x30560 NAME=TFSR_EL2 PAR=#0x3,#0x0,c5,c6,#0x0 : MSR TFSR_EL1, <Xt>
ADDR=0x35560 NAME=TFSR_EL2 PAR=#0x3,#0x5,c5,c6,#0x0 : MRS <Xt>, TFSR_EL12
ADDR=0x35560 NAME=TFSR_EL2 PAR=#0x3,#0x5,c5,c6,#0x0 : MSR TFSR_EL12, <Xt>
ADDR=0x34560 NAME=TFSR_EL2 PAR=#0x3,#0x4,c5,c6,#0x0 : MRS <Xt>, TFSR_EL2
ADDR=0x34560 NAME=TFSR_EL2 PAR=#0x3,#0x4,c5,c6,#0x0 : MSR TFSR_EL2, <Xt>
ADDR=0x34560 NAME=TFSR_EL1 PAR=#0x3,#0x4,c5,c6,#0x0 : MRS <Xt>, TFSR_EL2
ADDR=0x34560 NAME=TFSR_EL1 PAR=#0x3,#0x4,c5,c6,#0x0 : MSR TFSR_EL2, <Xt>
ADDR=0x30560 NAME=TFSR_EL1 PAR=#0x3,#0x0,c5,c6,#0x0 : MRS <Xt>, TFSR_EL1
ADDR=0x30560 NAME=TFSR_EL1 PAR=#0x3,#0x0,c5,c6,#0x0 : MSR TFSR_EL1, <Xt>
ADDR=0x34560 NAME=TFSR_EL2 PAR=#0x3,#0x4,c5,c6,#0x0 : MRS <Xt>, TFSR_EL2
ADDR=0x34560 NAME=TFSR_EL2 PAR=#0x3,#0x4,c5,c6,#0x0 : MSR TFSR_EL2, <Xt>
ADDR=0x30560 NAME=TFSR_EL2 PAR=#0x3,#0x0,c5,c6,#0x0 : MRS <Xt>, TFSR_EL1
ADDR=0x30560 NAME=TFSR_EL2 PAR=#0x3,#0x0,c5,c6,#0x0 : MSR TFSR_EL1, <Xt>
ADDR=0x30600 NAME=FAR_EL1 PAR=#0x3,#0x0,c6,c0,#0x0 : MRS <Xt>, FAR_EL1
ADDR=0x30600 NAME=FAR_EL1 PAR=#0x3,#0x0,c6,c0,#0x0 : MSR FAR_EL1, <Xt>
ADDR=0x35600 NAME=FAR_EL1 PAR=#0x3,#0x5,c6,c0,#0x0 : MRS <Xt>, FAR_EL12
ADDR=0x35600 NAME=FAR_EL1 PAR=#0x3,#0x5,c6,c0,#0x0 : MSR FAR_EL12, <Xt>
ADDR=0x34600 NAME=FAR_EL1 PAR=#0x3,#0x4,c6,c0,#0x0 : MRS <Xt>, FAR_EL2
ADDR=0x34600 NAME=FAR_EL1 PAR=#0x3,#0x4,c6,c0,#0x0 : MSR FAR_EL2, <Xt>
ADDR=0x30600 NAME=FAR_EL2 PAR=#0x3,#0x0,c6,c0,#0x0 : MRS <Xt>, FAR_EL1
ADDR=0x30600 NAME=FAR_EL2 PAR=#0x3,#0x0,c6,c0,#0x0 : MSR FAR_EL1, <Xt>
ADDR=0x35600 NAME=FAR_EL2 PAR=#0x3,#0x5,c6,c0,#0x0 : MRS <Xt>, FAR_EL12
ADDR=0x35600 NAME=FAR_EL2 PAR=#0x3,#0x5,c6,c0,#0x0 : MSR FAR_EL12, <Xt>
ADDR=0x34600 NAME=FAR_EL2 PAR=#0x3,#0x4,c6,c0,#0x0 : MRS <Xt>, FAR_EL2
ADDR=0x34600 NAME=FAR_EL2 PAR=#0x3,#0x4,c6,c0,#0x0 : MSR FAR_EL2, <Xt>
ADDR=0x34600 NAME=FAR_EL1 PAR=#0x3,#0x4,c6,c0,#0x0 : MRS <Xt>, FAR_EL2
ADDR=0x34600 NAME=FAR_EL1 PAR=#0x3,#0x4,c6,c0,#0x0 : MSR FAR_EL2, <Xt>
ADDR=0x30600 NAME=FAR_EL1 PAR=#0x3,#0x0,c6,c0,#0x0 : MRS <Xt>, FAR_EL1
ADDR=0x30600 NAME=FAR_EL1 PAR=#0x3,#0x0,c6,c0,#0x0 : MSR FAR_EL1, <Xt>
ADDR=0x34600 NAME=FAR_EL2 PAR=#0x3,#0x4,c6,c0,#0x0 : MRS <Xt>, FAR_EL2
ADDR=0x34600 NAME=FAR_EL2 PAR=#0x3,#0x4,c6,c0,#0x0 : MSR FAR_EL2, <Xt>
ADDR=0x30600 NAME=FAR_EL2 PAR=#0x3,#0x0,c6,c0,#0x0 : MRS <Xt>, FAR_EL1
ADDR=0x30600 NAME=FAR_EL2 PAR=#0x3,#0x0,c6,c0,#0x0 : MSR FAR_EL1, <Xt>
ADDR=0x34604 NAME=HPFAR_EL2 PAR=#0x3,#0x4,c6,c0,#0x4 : MRS <Xt>, HPFAR_EL2
ADDR=0x34604 NAME=HPFAR_EL2 PAR=#0x3,#0x4,c6,c0,#0x4 : MSR HPFAR_EL2, <Xt>
ADDR=0x34605 NAME=PFAR_EL2 PAR=#0x3,#0x4,c6,c0,#0x5 : MRS <Xt>, PFAR_EL2
ADDR=0x34605 NAME=PFAR_EL2 PAR=#0x3,#0x4,c6,c0,#0x5 : MSR PFAR_EL2, <Xt>
ADDR=0x34990 NAME=PMSCR_EL2 PAR=#0x3,#0x4,c9,c9,#0x0 : MRS <Xt>, PMSCR_EL2
ADDR=0x34990 NAME=PMSCR_EL2 PAR=#0x3,#0x4,c9,c9,#0x0 : MSR PMSCR_EL2, <Xt>
ADDR=0x30990 NAME=PMSCR_EL2 PAR=#0x3,#0x0,c9,c9,#0x0 : MRS <Xt>, PMSCR_EL1
ADDR=0x30990 NAME=PMSCR_EL2 PAR=#0x3,#0x0,c9,c9,#0x0 : MSR PMSCR_EL1, <Xt>
ADDR=0x34a11 NAME=MAIR2_EL2 PAR=#0x3,#0x4,ca,c1,#0x1 : MRS <Xt>, MAIR2_EL2
ADDR=0x34a11 NAME=MAIR2_EL2 PAR=#0x3,#0x4,ca,c1,#0x1 : MSR MAIR2_EL2, <Xt>
ADDR=0x30a21 NAME=MAIR2_EL2 PAR=#0x3,#0x0,ca,c2,#0x1 : MRS <Xt>, MAIR2_EL1
ADDR=0x30a21 NAME=MAIR2_EL2 PAR=#0x3,#0x0,ca,c2,#0x1 : MSR MAIR2_EL1, <Xt>
ADDR=0x34a20 NAME=MAIR_EL2 PAR=#0x3,#0x4,ca,c2,#0x0 : MRS <Xt>, MAIR_EL2
ADDR=0x34a20 NAME=MAIR_EL2 PAR=#0x3,#0x4,ca,c2,#0x0 : MSR MAIR_EL2, <Xt>
ADDR=0x30a20 NAME=MAIR_EL2 PAR=#0x3,#0x0,ca,c2,#0x0 : MRS <Xt>, MAIR_EL1
ADDR=0x30a20 NAME=MAIR_EL2 PAR=#0x3,#0x0,ca,c2,#0x0 : MSR MAIR_EL1, <Xt>
ADDR=0x34a22 NAME=PIRE0_EL2 PAR=#0x3,#0x4,ca,c2,#0x2 : MRS <Xt>, PIRE0_EL2
ADDR=0x34a22 NAME=PIRE0_EL2 PAR=#0x3,#0x4,ca,c2,#0x2 : MSR PIRE0_EL2, <Xt>
ADDR=0x30a22 NAME=PIRE0_EL2 PAR=#0x3,#0x0,ca,c2,#0x2 : MRS <Xt>, PIRE0_EL1
ADDR=0x30a22 NAME=PIRE0_EL2 PAR=#0x3,#0x0,ca,c2,#0x2 : MSR PIRE0_EL1, <Xt>
ADDR=0x34a23 NAME=PIR_EL2 PAR=#0x3,#0x4,ca,c2,#0x3 : MRS <Xt>, PIR_EL2
ADDR=0x34a23 NAME=PIR_EL2 PAR=#0x3,#0x4,ca,c2,#0x3 : MSR PIR_EL2, <Xt>
ADDR=0x30a23 NAME=PIR_EL2 PAR=#0x3,#0x0,ca,c2,#0x3 : MRS <Xt>, PIR_EL1
ADDR=0x30a23 NAME=PIR_EL2 PAR=#0x3,#0x0,ca,c2,#0x3 : MSR PIR_EL1, <Xt>
ADDR=0x34a24 NAME=POR_EL2 PAR=#0x3,#0x4,ca,c2,#0x4 : MRS <Xt>, POR_EL2
ADDR=0x34a24 NAME=POR_EL2 PAR=#0x3,#0x4,ca,c2,#0x4 : MSR POR_EL2, <Xt>
ADDR=0x30a24 NAME=POR_EL2 PAR=#0x3,#0x0,ca,c2,#0x4 : MRS <Xt>, POR_EL1
ADDR=0x30a24 NAME=POR_EL2 PAR=#0x3,#0x0,ca,c2,#0x4 : MSR POR_EL1, <Xt>
ADDR=0x34a25 NAME=S2PIR_EL2 PAR=#0x3,#0x4,ca,c2,#0x5 : MRS <Xt>, S2PIR_EL2
ADDR=0x34a25 NAME=S2PIR_EL2 PAR=#0x3,#0x4,ca,c2,#0x5 : MSR S2PIR_EL2, <Xt>
ADDR=0x34a30 NAME=AMAIR_EL2 PAR=#0x3,#0x4,ca,c3,#0x0 : MRS <Xt>, AMAIR_EL2
ADDR=0x34a30 NAME=AMAIR_EL2 PAR=#0x3,#0x4,ca,c3,#0x0 : MSR AMAIR_EL2, <Xt>
ADDR=0x30a30 NAME=AMAIR_EL2 PAR=#0x3,#0x0,ca,c3,#0x0 : MRS <Xt>, AMAIR_EL1
ADDR=0x30a30 NAME=AMAIR_EL2 PAR=#0x3,#0x0,ca,c3,#0x0 : MSR AMAIR_EL1, <Xt>
ADDR=0x34a31 NAME=AMAIR2_EL2 PAR=#0x3,#0x4,ca,c3,#0x1 : MRS <Xt>, AMAIR2_EL2
ADDR=0x34a31 NAME=AMAIR2_EL2 PAR=#0x3,#0x4,ca,c3,#0x1 : MSR AMAIR2_EL2, <Xt>
ADDR=0x30a31 NAME=AMAIR2_EL2 PAR=#0x3,#0x0,ca,c3,#0x1 : MRS <Xt>, AMAIR2_EL1
ADDR=0x30a31 NAME=AMAIR2_EL2 PAR=#0x3,#0x0,ca,c3,#0x1 : MSR AMAIR2_EL1, <Xt>
ADDR=0x34a40 NAME=MPAMHCR_EL2 PAR=#0x3,#0x4,ca,c4,#0x0 : MRS <Xt>, MPAMHCR_EL2
ADDR=0x34a40 NAME=MPAMHCR_EL2 PAR=#0x3,#0x4,ca,c4,#0x0 : MSR MPAMHCR_EL2, <Xt>
ADDR=0x34a41 NAME=MPAMVPMV_EL2 PAR=#0x3,#0x4,ca,c4,#0x1 : MRS <Xt>, MPAMVPMV_EL2
ADDR=0x34a41 NAME=MPAMVPMV_EL2 PAR=#0x3,#0x4,ca,c4,#0x1 : MSR MPAMVPMV_EL2, <Xt>
ADDR=0x34a50 NAME=MPAM2_EL2 PAR=#0x3,#0x4,ca,c5,#0x0 : MRS <Xt>, MPAM2_EL2
ADDR=0x34a50 NAME=MPAM2_EL2 PAR=#0x3,#0x4,ca,c5,#0x0 : MSR MPAM2_EL2, <Xt>
ADDR=0x30a50 NAME=MPAM2_EL2 PAR=#0x3,#0x0,ca,c5,#0x0 : MRS <Xt>, MPAM1_EL1
ADDR=0x30a50 NAME=MPAM2_EL2 PAR=#0x3,#0x0,ca,c5,#0x0 : MSR MPAM1_EL1, <Xt>
ADDR=0x34a60 NAME=MPAMVPM0_EL2 PAR=#0x3,#0x4,ca,c6,#0x0 : MRS <Xt>, MPAMVPM0_EL2
ADDR=0x34a60 NAME=MPAMVPM0_EL2 PAR=#0x3,#0x4,ca,c6,#0x0 : MSR MPAMVPM0_EL2, <Xt>
ADDR=0x34a61 NAME=MPAMVPM1_EL2 PAR=#0x3,#0x4,ca,c6,#0x1 : MRS <Xt>, MPAMVPM1_EL2
ADDR=0x34a61 NAME=MPAMVPM1_EL2 PAR=#0x3,#0x4,ca,c6,#0x1 : MSR MPAMVPM1_EL2, <Xt>
ADDR=0x34a62 NAME=MPAMVPM2_EL2 PAR=#0x3,#0x4,ca,c6,#0x2 : MRS <Xt>, MPAMVPM2_EL2
ADDR=0x34a62 NAME=MPAMVPM2_EL2 PAR=#0x3,#0x4,ca,c6,#0x2 : MSR MPAMVPM2_EL2, <Xt>
ADDR=0x34a63 NAME=MPAMVPM3_EL2 PAR=#0x3,#0x4,ca,c6,#0x3 : MRS <Xt>, MPAMVPM3_EL2
ADDR=0x34a63 NAME=MPAMVPM3_EL2 PAR=#0x3,#0x4,ca,c6,#0x3 : MSR MPAMVPM3_EL2, <Xt>
ADDR=0x34a64 NAME=MPAMVPM4_EL2 PAR=#0x3,#0x4,ca,c6,#0x4 : MRS <Xt>, MPAMVPM4_EL2
ADDR=0x34a64 NAME=MPAMVPM4_EL2 PAR=#0x3,#0x4,ca,c6,#0x4 : MSR MPAMVPM4_EL2, <Xt>
ADDR=0x34a65 NAME=MPAMVPM5_EL2 PAR=#0x3,#0x4,ca,c6,#0x5 : MRS <Xt>, MPAMVPM5_EL2
ADDR=0x34a65 NAME=MPAMVPM5_EL2 PAR=#0x3,#0x4,ca,c6,#0x5 : MSR MPAMVPM5_EL2, <Xt>
ADDR=0x34a66 NAME=MPAMVPM6_EL2 PAR=#0x3,#0x4,ca,c6,#0x6 : MRS <Xt>, MPAMVPM6_EL2
ADDR=0x34a66 NAME=MPAMVPM6_EL2 PAR=#0x3,#0x4,ca,c6,#0x6 : MSR MPAMVPM6_EL2, <Xt>
ADDR=0x34a67 NAME=MPAMVPM7_EL2 PAR=#0x3,#0x4,ca,c6,#0x7 : MRS <Xt>, MPAMVPM7_EL2
ADDR=0x34a67 NAME=MPAMVPM7_EL2 PAR=#0x3,#0x4,ca,c6,#0x7 : MSR MPAMVPM7_EL2, <Xt>
ADDR=0x34a80 NAME=MECID_P0_EL2 PAR=#0x3,#0x4,ca,c8,#0x0 : MRS <Xt>, MECID_P0_EL2
ADDR=0x34a80 NAME=MECID_P0_EL2 PAR=#0x3,#0x4,ca,c8,#0x0 : MSR MECID_P0_EL2, <Xt>
ADDR=0x34a81 NAME=MECID_A0_EL2 PAR=#0x3,#0x4,ca,c8,#0x1 : MRS <Xt>, MECID_A0_EL2
ADDR=0x34a81 NAME=MECID_A0_EL2 PAR=#0x3,#0x4,ca,c8,#0x1 : MSR MECID_A0_EL2, <Xt>
ADDR=0x34a82 NAME=MECID_P1_EL2 PAR=#0x3,#0x4,ca,c8,#0x2 : MRS <Xt>, MECID_P1_EL2
ADDR=0x34a82 NAME=MECID_P1_EL2 PAR=#0x3,#0x4,ca,c8,#0x2 : MSR MECID_P1_EL2, <Xt>
ADDR=0x34a83 NAME=MECID_A1_EL2 PAR=#0x3,#0x4,ca,c8,#0x3 : MRS <Xt>, MECID_A1_EL2
